College Name,State,District/City,Departments,Department Count
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Maharashtra,Kolhapur,Engineering/BTech,1
Hon. Sharadchandraji Pawar B. C. A. College Jafrabad,Maharashtra,Jalna,BCA,1
"Hon. Shri. Babanrao Pachpute Vichadhara Trust, Tal- Shrigonda, Dist- Ahmadnagar Parikrama Arts, Commerce and Science College",Maharashtra,Ahmednagar,BSc,1
"Hon. Shri. Babanrao Pachpute Vichardhara Trust's Parikrama Polytechnic,Kashti",Maharashtra,Ahmednagar,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering; Medical Electronics,5
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha",Maharashtra,Ahmednagar,Engineering/BTech,1
"Hon.Shri Annasaheb Dange College of Education (B.Ed.) Ashta, Tal-Walwa, Dist-Sangli",Maharashtra,Sangli,Education,1
"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Maharashtra,Ratnagiri,Engineering/BTech,1
Huda College Of Education,Maharashtra,Aurangabad,Education,1
Humera Khan College of Education,Maharashtra,Mumbai,Education,1
"Husna Abdul Malik Maddu Womens Degree College, Kalyan",Maharashtra,Thane,Arts; Commerce; Science,3
Hyderabad [Sind] National Collegiate Boards Dr. L. H. Hiranandani College of Pharmacy,Maharashtra,Thane,Pharmacy,1
IBSAR Institute of Management Studies,Maharashtra,Raigad,Management,1
IBSAR School of Law,Maharashtra,Raigad,Law,1
"Ichalkaranji Shikshanshastra Mahavidyalaya, Opp.S.T.Depot, Shahapur,CHALKARANJI-416 115 Tal: Hatkanankale,Dist: Kolhapur",Maharashtra,Kolhapur,Education,1
"Ideal College of Architecture, R.S.No.377/A, Kondigre,Tal.Shirol,Ichalkaranji, Dist.Kolhapur",Maharashtra,Kolhapur,Architecture,1
Ideal Foundation Institute of Technology,Maharashtra,Palghar,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engineering; Mechanical Engineering,5
Ideal Institute of Architecture,Maharashtra,Palghar,Architecture,1
"Ideal Institute Of Management, Kondigre",Maharashtra,Kolhapur,Management,1
Ideal Institute of Pharmacy,Maharashtra,Palghar,Pharmacy,1
"Ideal Institute of Technology, Wada, Dist.Thane",Maharashtra,Thane,Engineering/BTech,1
"Imailsaheb Mulla Law College, SATARA-415 001",Maharashtra,Satara,Law,1
"Indala College Of Engineering, Bapsai Tal.Kalyan",Maharashtra,Thane,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Information Technology; Mechanical Engineering,7
"Indapur Taluka Gramvikas Pratishthan Vishwasrao Ransing College,(Arts,commerce & Science)",Maharashtra,Pune,BSc,1
Indian Education Societys College of Architecture Ar. Gaurish,Maharashtra,Mumbai,Architecture; Education,2
Indian Education Societys Management College and Research Centre,Maharashtra,Mumbai,Education; Management,2
Indian Institute of Cost and Management Studies & Research (IndSearch) IndSearch Institute of Management Studies & Research,Maharashtra,Pune,PG Diploma,1
"Indira College of Engineering & Management, Pune",Maharashtra,Pune,Engineering/BTech,1
Indira Gandhi Engineering College,Maharashtra,Mumbai,Engineering,1
Indira Institute of Business Management,Maharashtra,Mumbai,Management,1
"Indira Mv., Kalamb",Maharashtra,Osmanabad,Arts; Commerce; Science,3
"Indira Shikshan Prasarak Mandal's College of Physical Education, Udgir Dist. Latur",Maharashtra,Hingoli,Education; Physical Education,2
"Indraraj Arts, Commerce And Science College",Maharashtra,Jalna,Arts; Commerce; Science,3
Innovative Engineers and Teachers Education Societys Bharat College of Engineering Badlapur,Maharashtra,Thane,Education; Engineering,2
INS Hamla,Maharashtra,Mumbai,"Naval Training (IT, Catering, Logistics)",1
Institute of Aviation & Aviation Safety,Maharashtra,Mumbai,Aviation,1
"Institute of Chemical Technology, Matunga, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",Maharashtra,Jalna,Engineering/BTech,1
"Institute of Civil and Rural Engineering(aided), Gargoti, Kolhapur",Maharashtra,Kolhapur,Civil and Rural Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
Institute of Forensic Science,Maharashtra,Mumbai,Science,1
Institute Of Science Poona College of Computer Science,Maharashtra,Pune,BSc; MCA,2
Institute Of Science Poona Institute of Business Management and Research,Maharashtra,Pune,PG Diploma,1
"International Center Of Excellance In Engineering And Management, Place-Aurangabad (Rural Area), Taluka - Aurangabad (RuralArea)",Maharashtra,Aurangabad,Engineering; Management,2
International Centre Of Excellence In Engineering and Management (ICEEM),Maharashtra,Aurangabad,Computer Science and Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,4
"International Institute of Information Technology (I²IT), Hinjawadi, Pune",Maharashtra,Pune,Artificial Intelligence and Machine Learning; Computer Engineering; Electronics and Telecommunication Engineering; Engineering/BTech; Information Technology,5
"International Institute of Information Technology (I²IT), Pune.",Maharashtra,Pune,Engineering/BTech,1
Irene Institute of Education,Maharashtra,Thane,Education,1
ISB&M School of Technology ISBM College Of Engineering,Maharashtra,Pune,BSc,1
ISBM College Of Engineering Pune,Maharashtra,Pune,Engineering/BTech,1
"ISBM College Of Engineering, Nande, Pune",Maharashtra,Pune,Artificial Intelligence and Machine Learning; Computer Engineering; Data Science; Electronics and Telecommunication; Engineering/BTech; Mechanical Engineering,6
"Ismail Yusuf Arts, Science & Commerce College",Maharashtra,Mumbai,Arts; Commerce; Science,3
J K FOUNDATION J K COLLEGE OF COMPUTER SCIENCE,Maharashtra,Pune,BSc,1
"J. B. S. P. M'S Arts And Science College, Patoda , Place- Patoda City, Taluka - Patoda",Maharashtra,Beed,Arts; Science,2
"J. K. Jadhav Arts, Commerce& Science Mahavidyalaya, Vaijapur Dist :- Aurangabad",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"J. Watumull Sadhubella Girls College, Ulhasnagar",Maharashtra,Thane,Commerce; Management,2
"J.B. Sawant Education Society Tikambhai Mehta College, Mangaon",Maharashtra,Raigad,Education,1
"J.D. Patil Sangludkar Mv., Daryapur",Maharashtra,Amravati,Arts; Commerce; Science,3
"Jadeed Anjuman E Taleem J.A.T.Arts, Science & Commcer College ( for women)",Maharashtra,Nashik,BSc,1
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Maharashtra,Nashik,Engineering/BTech,1
"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",Maharashtra,Yavatmal,Engineering/BTech,1
"Jagdamba Edu Soc., Santosh N. Darade Polytechnic, Yeola, Nashik",Maharashtra,Nashik,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering; Mechatronics,5
"Jagdamba Education Society S.N.D. Arts, Commerce Science College",Maharashtra,Nashik,BSc,1
Jagdamba Education Society S.N.D. College of Engineering and Research Center,Maharashtra,Nashik,BSc; MCA,2
"Jagdamba Mv., Achalpur",Maharashtra,Amravati,MBA,1
"Jagruti Shikshanshastra Mahavidyalay, Gadhinglaj, Dist. Kolhapur",Maharashtra,Kolhapur,Education,1
"Jai Bhagwan College of Education & Research, Vitawa",Maharashtra,Thane,Education,1
"Jai Bhagwan College of Management Science & Technology, Vitawa",Maharashtra,Thane,Management; Science,2
"Jai Bhagwan Sevabhavi Sanstha'S Late Shankarrao Gutte Gramin Arts, Science And Commerce College, Dharmpuri.",Maharashtra,Beed,Arts; Commerce; Science,3
Jai Bharat College of Commerce,Maharashtra,Mumbai,Commerce,1
"Jai Bharat College of Pharmacy, Dapka, Tq. Nilanga, Dist. Latur",Maharashtra,Hingoli,Pharmacy,1
"Jai Bharat Mahavidyalaya, Dapka Tq.Nilanga Dist. Latur",Maharashtra,Hingoli,Pharmacy,1
"Jai Bhavani Education Society,Rajiv Gandhi Polytechnic College,Ziprapwadi, Tal. Phaltan, Dist. Satara",Maharashtra,Satara,Mechanical Engineering,1
"Jai Bhavani Shikshan Prasarak Mandals B.C.A. College, Place- Mantha,Taluka - Mantha",Maharashtra,Parbhani,BCA,1
"Jai Bhawani Shikshan Prasarak Mandals,Mahila Mahavidyalaya Georai Tq Georai Dist Beed",Maharashtra,Beed,Arts; Commerce,2
"Jai Hind College, Basantsing Institute of Science & J.T. Lalvani College of Commerce",Maharashtra,Mumbai,Commerce; Science,2
"Jai Kalanka Devi Shikshan Trusts Late. Laxmanrao Bhimrao Kolte Patil Arts,Commerce And Science College, Savaldabara, Place-Savaldabara, Taluka - So",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"Jai Kranti Arts College, Latur Sitaram nagar, Bodhenagar, Latur",Maharashtra,Hingoli,Arts,1
"Jai Mahakali Shikshan Sanstha's Agnihotri Polytechnic, Sindhi (Meghe), Wardha",Maharashtra,Wardha,Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,4
"Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology, Ramnagar, Wardha",Maharashtra,Wardha,Civil Engineering; Computer Engineering; Dress Designing and Garment Manufacturing; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering; Medical Laboratory Technology,7
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)",Maharashtra,Wardha,Engineering/BTech,1
"Jai Mahakali Shikshan Sanstha, Pulgaon Polytechnic,Pulgaon, Tah-Deoli,Wardha",Maharashtra,Wardha,Electrical Engineering; Mechanical Engineering,2
Jai Shri Siddhivinayaks foundations B.R. Harne College of Architecture,Maharashtra,Thane,Architecture,1
"Jaidev Education Society, J D College of Engineering and Management, Nagpur",Maharashtra,Nagpur,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,6
"Jaihind College Of Engineering & Polytechnic, Kuran, Junnar, Pune",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Mechanical Engineering; Mechatronics,8
"Jaihind College Of Engineering,Kuran",Maharashtra,Pune,Engineering/BTech,1
"Jaihind College of Science, Salgaon",Maharashtra,Sindhudurg,Science,1
Jaihind Comprehensive Educational Institute Jaihind Institute of management & Research,Maharashtra,Pune,MCA,1
"Jaihind Comprehensive Educational Institute's Jaihind Polytechnic, Kuran,Tal. Junnar",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering; Mechatronics,6
"Jaikisan Arts College, Apegaon, Place- Apegaon, Taluka - Ambajogai",Maharashtra,Beed,Arts,1
"Jalna College Of I. T. , Jalna",Maharashtra,Jalna,Information Technology,1
Jalna College Of Social Work Ramngar Jalna,Maharashtra,Jalna,Social Work,1
"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Maharashtra,Nandurbar,Engineering/BTech,1
"Jamiya Islamiya Ishatul Olu's Jamiya Polytechnic, Akkalkuwa",Maharashtra,Nandurbar,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Jan Utkarsha Prabodhini Arts, Commerce & Science College",Maharashtra,Palghar,Arts; Commerce; Science,3
"Janata Kala,Vanijya Mv., Malkapur",Maharashtra,Buldhana,Arts; Commerce,2
Janata Seva Mandal Modern College,Maharashtra,Nashik,BSc,1
"Janata Shikshan Prasarak Mandal's, Arts, Commerce & Science Mahavidyalaya, Hupari, Tal. Hatkanangle, Dist. Kolhapur.",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Janata Shikshan Prasarak Mandals Babasaheb Naik College Of Engineering, Pusad",Maharashtra,Yavatmal,Engineering/BTech,1
Janata Shikshan Prasark Mandal Loknete Marutrao Ghule Patil Mahavidhlya,Maharashtra,Ahmednagar,BSc,1
"Janata Shikshan Sanstha’s D C Narake Senior College, Kotoli, Tal. Panhala, Dist. Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Janseva S. Mandals Shantaram Bhau College of Arts and Science, Gotirambhau College of Commerce, Shivle, Murbad",Maharashtra,Thane,Arts; Commerce; Science,3
Janseva Shikshan Mandals College of Education (B.Ed),Maharashtra,Thane,Education,1
"Janta Arts, Commerce And Science College, Dhanora, Place- Kada, Taluka - Ashti",Maharashtra,Beed,Arts; Commerce; Science,3
"Janta Shikshan Prasarak Mandal's Marutraoji Ghule Patil Arts, Commerce & Science College",Maharashtra,Ahmednagar,BSc,1
"Janta Shikshan Prasarak Mandals, College Of Education, Place- Khultabad / Verul, Taluka - Khultabad",Maharashtra,Aurangabad,Education,1
Janvikas Mahavidyalaya,Maharashtra,Beed,Arts; Commerce; Science,3
Jashbhai Maganbhai Patel College of Commerce,Maharashtra,Mumbai,Commerce,1
"Jawahar Arts, Science And Commerce College, Andoor, Place- Tuljapur City, Taluka -Tuljapur",Maharashtra,Osmanabad,Arts; Commerce; Science,3
Jawahar Education Soceitys Annasaheb Chudaman Patil College of Engineering,Maharashtra,Mumbai,Education; Engineering,2
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Maharashtra,Thane,Engineering/BTech,1
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Maharashtra,Nashik,Engineering/BTech,1
"Jawaharlal Darda Institute of Engg. & Tech., Yavatmal",Maharashtra,Yavatmal,Chemical Engineering; Civil Engineering; Computer Science Engineering; Electrical Engineering; Electronics and Telecommunication Engineering; Information Technology; Mechanical Engineering; Textile Engineering,8
"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",Maharashtra,Yavatmal,Engineering/BTech,1
"Jay Bhavani Shikshan Prasarak Mandals, Arts And Science College, Chaklamba, Place- Gevrai City, Taluka - Gevrai",Maharashtra,Beed,Arts; MBA; Science,3
"Jay Kranti Shikshan Prasrak Mandal's Swami Vivekanand Mahavidyalaya, M.I.D.C. Kalamb Road, Latur",Maharashtra,Hingoli,Arts; Commerce; Computer Science; Science,4
Jayawant Shikshan Prasarak Mandal Abacus Institute of computer application,Maharashtra,Pune,MCA,1
Jayawant Shikshan Prasarak Mandal Bhivarabai Sawant Institute of Technology and research,Maharashtra,Pune,BSc,1
Jayawant Shikshan Prasarak Mandal Eniac Institute Computer Application,Maharashtra,Pune,MCA,1
Jayawant Shikshan Prasarak Mandal Jayawant Institute of Computer Application,Maharashtra,Pune,MCA,1
Jayawant Shikshan Prasarak Mandal Jayawant Institute of Management Studies,Maharashtra,Pune,MCA,1
Jayawant Shikshan Prasarak Mandal Jayawantrao Sawant College of Engineering,Maharashtra,Pune,BSc; MCA,2
Jayawant Shikshan Prasarak Mandal Rajarshi Shahu Commerce and Science College,Maharashtra,Pune,BSc,1
Jayawant Shikshan Prasarak Mandal Rajarshi Shahu Engineering College,Maharashtra,Pune,BSc; MCA,2
Jayawant Shikshan Prasarak Mandal's JSPM Narhe Technical Campus,Maharashtra,Pune,MCA,1
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Maharashtra,Pune,Engineering/BTech,1
"Jayawanti Babu Foundations, Metropolitan Institute of Technology & Management",Maharashtra,Sindhudurg,Management,1
"Jaykranti Adhyapak Mahavidyalaya, Latur Dist. Latur",Maharashtra,Hingoli,Education,1
